Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Indonesia,IDN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,,,,,,,,-0.612064733,-5.621064026,-7.424223093,-2.118420646,-2.201768702,-4.88504606,-2.763085161,-1.573417497,-1.092107673,-2.61128327,-3.323762566,-1.998328448,-1.332853608,-1.578362877,-3.181583794,-3.370282393,-2.266060697,4.292463981,4.130601807,4.843064523,4.301048535,3.998526911,3.45304295,0.608561311,0.097088246,2.97870868,2.427264127,0.024693325,1.969770562,0.681277527,0.188704844,-2.660295359,-3.189993165,-3.089947489,
Indonesia,IDN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,-2277000000,-7500000000,-5633000000,-2474000000,-1281000000,-5171000000,-2835000000,-2336000000,-2425000000,-2232000000,-4488000000,-4386000000,-4891000000,-3035000000,-8743000000,-6399000000,-6879000000,6216200000,7863398666,11813999689,7614521594,6130009887,4603864133,-1543026925,432676459.3,11835085313,9670720000,181711934.6,7749503095,3866939098,-1746703176,-24642950724,-29250562918,-30091478744,
Indonesia,IDN,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,,,,,,,,,,,,,,,,,,,,,,-3073000000,-2993000000,-3650000000,-4061000000,-3542000000,-3216000000,-3654000000,-4092000000,-4547000000,-5190000000,-5581000000,-5664000000,-4987000000,-4693000000,-5874000000,-6008000000,-6332000000,-8189000000,-8996659139,-8443383886,-6935500000,-7047765710,-6217456177,-10917221532,-12926627527,-13789573807,-15524674155,-15155390371,-15140098799,-20698159518,-26547166125,-26627825232,-27050353713,-29708327979,
Indonesia,IDN,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,2257000000,-2465000000,-2802000000,2038000000,1531000000,-954000000,1299000000,2441000000,3100000000,1784000000,1059000000,2313000000,2344000000,1282000000,-1538000000,-2592000000,409000000,10819614427,12865957537,14619057987,12316401091,13131270332,12455540664,11341399488,8411220328,19786001791,20911715981,9917758527,21191036278,21212150708,24021732709,-1884604500,-6237251366,-3027125055,
Indonesia,IDN,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,6806000000,1893000000,963000000,5707000000,5822000000,2458000000,4674000000,5678000000,6664000000,5352000000,4801000000,7022000000,8231000000,7901000000,6533000000,5948000000,10075000000,18428826100,20643437522,25042000000,22696090000,23513250000,24563070000,19468280000,17610890000,32197860000,34525719992,24542404511,32287432063,31002656811,33825003255,8679594773,5833232509,6982569777,
Indonesia,IDN,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,,,,,,,,,,,,,,,,,,,,,,-1711000000,-2176000000,705000000,-618000000,642000000,-1260000000,-737000000,-939000000,-1317000000,756000000,-228000000,-1606000000,-2785000000,-243000000,-2312000000,1264000000,-1990000000,2119234230,2080500269,3821907925,713605956.5,-1693513757,-3502927923,-3106044724,-178796317.1,625269959.6,-1368070000,-238323912.8,-2974813184,-1327193609,-3464664281,-275465387.5,-186399622.6,-2602469572,
Indonesia,IDN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,,,,,,,,,,,,,,,,,,,,,,-133000000,-225000000,-292000000,-222000000,-310000000,-258000000,-385000000,-576000000,-682000000,-1093000000,-1482000000,-1777000000,-1648000000,-1500000000,-3743000000,-5594000000,-4499000000,240800000,1865620963,4550355286,2977391857,-145085548.7,596923827.8,1511917230,-5271257208,-2188448467,-2253330000,-3418723399,-2628247483,-11106333135,-11528394762,-13716225988,-12170055179,-15889843459,
Indonesia,IDN,"Portfolio Investment, net (BoP, current US$)",BN.KLT.PTXL.CD,,,,,,,,,,,,,,,,,,,,,,-47000000,-315000000,-368000000,10000000,35000000,-268000000,88000000,98000000,173000000,93000000,12000000,88000000,-1805000000,-3877000000,-4100000000,-5005000000,2632000000,1878000000,1792350000,1910730193,243802437.8,-1221849941,-2251268404,-4409156156,-4189585521,-4276626526,-5566080000,-1764251470,-10336230327,-13201983671,-3806371952,-9206425778,-10872605550,-26143050324,
Indonesia,IDN,"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,,,,,,,,,,,,,,,,,,,,,,-311901512.1,-1852980216,183472490.4,981099387.8,510229024.7,-1003408058,629515253,-112851805.7,494552825.2,2251145222,1528231913,2069584397,594423882.1,783556374.7,1573358530,4502720307,-8137396645,-3436809741,1915622538,3925623425,-15040611.34,4957888542,3647266568,-2198026811,-2111210338,14957782897,12705798855,-1918150012,12505566040,30342468775,11855644236,214805849,-7325155114,15248334583,
Indonesia,IDN,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,,,,,,,,,,,,,,,,,,,,,,250000000,134000000,114000000,167000000,88000000,259000000,257000000,254000000,339000000,418000000,262000000,571000000,537000000,619000000,981000000,937000000,1034000000,1466351343,1913600000,1816400000,1520000000,1740037563,1868709351,1138831947,4792952028,4863065609,5104000000,5363624260,4577552207,4630295613,4210509375,4094379027,4178147487,5219870036,
